person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
40.0,male,Associate,101912.0,18,MORTGAGE,17925.0,HOMEIMPROVEMENT,14.26,0.18,16.0,605,Yes,0
39.0,male,High School,101992.0,15,MORTGAGE,4000.0,EDUCATION,9.63,0.04,12.0,504,Yes,0
49.0,female,High School,102124.0,27,MORTGAGE,14000.0,MEDICAL,11.89,0.14,17.0,717,No,0
36.0,male,Master,103077.0,15,MORTGAGE,3500.0,PERSONAL,12.69,0.03,16.0,680,No,0
47.0,male,Master,78547.0,22,RENT,12000.0,EDUCATION,5.42,0.15,17.0,597,Yes,0
37.0,female,Master,79126.0,15,RENT,12000.0,PERSONAL,16.49,0.15,17.0,667,Yes,0
37.0,male,Master,79033.0,11,RENT,12000.0,EDUCATION,13.98,0.15,15.0,642,Yes,0
39.0,male,Associate,83385.0,16,RENT,12000.0,MEDICAL,9.33,0.14,16.0,623,Yes,0
40.0,male,Associate,103132.0,17,MORTGAGE,5000.0,HOMEIMPROVEMENT,14.27,0.05,16.0,636,No,0
42.0,male,Master,85319.0,16,RENT,12000.0,MEDICAL,11.01,0.14,12.0,683,Yes,0
38.0,female,High School,102705.0,17,MORTGAGE,15000.0,VENTURE,6.03,0.15,15.0,640,Yes,0
37.0,female,High School,103102.0,14,MORTGAGE,5500.0,HOMEIMPROVEMENT,12.69,0.05,11.0,517,Yes,0
37.0,male,High School,102690.0,14,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.99,0.1,16.0,716,Yes,0
37.0,female,Associate,103179.0,14,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.99,0.08,17.0,576,No,0
38.0,male,High School,103031.0,11,MORTGAGE,6000.0,PERSONAL,10.99,0.06,14.0,602,No,0
36.0,male,Associate,88349.0,13,MORTGAGE,8000.0,DEBTCONSOLIDATION,17.49,0.09,17.0,585,No,1
36.0,female,High School,88322.0,13,RENT,12000.0,VENTURE,7.66,0.14,12.0,680,No,0
37.0,female,Associate,102699.0,19,MORTGAGE,5600.0,VENTURE,5.42,0.05,13.0,593,Yes,0
38.0,male,High School,102880.0,16,MORTGAGE,10000.0,VENTURE,11.01,0.1,12.0,652,Yes,0
42.0,male,Doctorate,102641.0,20,MORTGAGE,8500.0,HOMEIMPROVEMENT,15.58,0.08,12.0,731,No,0
37.0,female,High School,45601.0,14,OWN,6075.0,VENTURE,11.86,0.13,14.0,637,Yes,0
39.0,male,Associate,102703.0,17,MORTGAGE,5000.0,VENTURE,11.86,0.05,15.0,662,Yes,0
48.0,female,High School,103461.0,24,MORTGAGE,10000.0,EDUCATION,7.51,0.1,13.0,629,No,0
37.0,female,Bachelor,51424.0,15,RENT,3000.0,VENTURE,7.51,0.06,13.0,565,Yes,0
47.0,female,High School,103143.0,27,MORTGAGE,5500.0,DEBTCONSOLIDATION,6.76,0.05,12.0,580,Yes,0
41.0,male,High School,45499.0,20,OWN,10000.0,VENTURE,13.79,0.22,13.0,685,Yes,0
40.0,male,High School,103154.0,16,MORTGAGE,10000.0,EDUCATION,12.87,0.1,11.0,644,Yes,0
36.0,female,High School,103040.0,11,OWN,8000.0,EDUCATION,14.96,0.08,14.0,695,No,0
43.0,male,High School,90946.0,20,RENT,12000.0,HOMEIMPROVEMENT,7.9,0.13,16.0,721,Yes,0
37.0,male,High School,102770.0,15,OWN,10000.0,EDUCATION,18.43,0.1,16.0,575,No,0
45.0,male,High School,45076.0,22,OWN,2000.0,PERSONAL,7.51,0.04,16.0,664,No,0
39.0,female,High School,103007.0,16,MORTGAGE,12000.0,PERSONAL,9.32,0.12,13.0,695,Yes,0
46.0,male,Master,102922.0,26,OTHER,1000.0,HOMEIMPROVEMENT,7.68,0.01,12.0,747,No,0
47.0,male,High School,102980.0,23,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.07,0.1,15.0,610,Yes,0
46.0,male,High School,102734.0,23,OWN,5000.0,VENTURE,7.43,0.05,13.0,632,Yes,0
44.0,male,Doctorate,103142.0,18,MORTGAGE,7000.0,PERSONAL,10.62,0.07,12.0,642,Yes,0
39.0,female,High School,104111.0,14,MORTGAGE,8500.0,HOMEIMPROVEMENT,6.03,0.08,11.0,694,Yes,0
36.0,female,Master,76752.0,14,MORTGAGE,6250.0,MEDICAL,13.49,0.08,12.0,671,No,1
42.0,female,High School,92137.0,22,RENT,12000.0,EDUCATION,14.91,0.13,12.0,602,No,1
42.0,male,Associate,99341.0,20,RENT,12000.0,VENTURE,13.24,0.12,13.0,709,Yes,0
48.0,female,Doctorate,100658.0,20,RENT,12000.0,VENTURE,10.99,0.12,17.0,729,No,0
43.0,male,Doctorate,104234.0,21,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.99,0.1,14.0,669,Yes,0
44.0,male,Master,43953.0,23,OWN,4000.0,EDUCATION,16.29,0.09,11.0,722,No,0
36.0,male,High School,44299.0,13,OWN,10000.0,MEDICAL,16.29,0.23,17.0,586,Yes,0
43.0,male,Master,104075.0,18,MORTGAGE,2200.0,VENTURE,11.01,0.02,16.0,664,No,0
43.0,female,Associate,104206.0,21,MORTGAGE,6500.0,HOMEIMPROVEMENT,7.74,0.06,13.0,663,Yes,0
36.0,female,Associate,102573.0,14,RENT,12000.0,MEDICAL,7.29,0.12,14.0,708,Yes,0
37.0,male,Doctorate,104696.0,14,MORTGAGE,6500.0,EDUCATION,7.14,0.06,13.0,750,No,0
40.0,female,Master,105005.0,15,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.25,0.1,16.0,619,Yes,0
47.0,male,High School,104667.0,26,MORTGAGE,24000.0,MEDICAL,11.01,0.23,17.0,706,No,0
39.0,female,High School,102989.0,17,RENT,12000.0,HOMEIMPROVEMENT,6.03,0.12,12.0,543,Yes,0
38.0,male,Associate,104751.0,12,MORTGAGE,5000.0,PERSONAL,15.58,0.05,12.0,711,Yes,0
46.0,female,Associate,105157.0,22,MORTGAGE,10000.0,VENTURE,8.94,0.1,15.0,612,Yes,0
39.0,female,Associate,103028.0,17,RENT,12000.0,EDUCATION,10.74,0.12,13.0,644,No,0
49.0,female,Associate,90896.0,31,MORTGAGE,15600.0,DEBTCONSOLIDATION,17.27,0.17,11.0,717,No,1
41.0,male,Doctorate,91057.0,18,MORTGAGE,4800.0,DEBTCONSOLIDATION,15.58,0.05,15.0,730,No,1
49.0,male,Associate,106720.0,26,RENT,12000.0,VENTURE,6.62,0.11,17.0,712,No,0
41.0,male,Associate,105206.0,19,MORTGAGE,9000.0,PERSONAL,16.0,0.09,12.0,624,Yes,0
47.0,female,Associate,105385.0,27,MORTGAGE,10000.0,PERSONAL,11.01,0.09,11.0,603,No,0
46.0,male,High School,105155.0,26,MORTGAGE,20000.0,PERSONAL,12.41,0.19,17.0,648,No,0
37.0,male,High School,109043.0,11,RENT,12000.0,PERSONAL,7.51,0.11,13.0,674,Yes,0
40.0,male,High School,105358.0,15,MORTGAGE,17600.0,PERSONAL,7.9,0.17,13.0,689,Yes,0
49.0,female,Associate,109015.0,23,RENT,12000.0,EDUCATION,11.01,0.11,16.0,649,Yes,0
37.0,male,Associate,106689.0,13,MORTGAGE,14250.0,EDUCATION,11.89,0.13,14.0,635,No,0
36.0,male,Doctorate,112595.0,13,RENT,12000.0,PERSONAL,13.48,0.11,12.0,708,No,0
37.0,female,Bachelor,106632.0,12,MORTGAGE,9925.0,HOMEIMPROVEMENT,11.01,0.09,16.0,682,No,0
41.0,male,High School,106476.0,23,MORTGAGE,4000.0,HOMEIMPROVEMENT,7.14,0.04,17.0,633,No,0
37.0,male,Bachelor,106499.0,19,MORTGAGE,12000.0,VENTURE,7.51,0.11,17.0,703,No,0
36.0,male,Associate,115257.0,14,RENT,12000.0,PERSONAL,10.99,0.1,11.0,675,No,0
37.0,female,Bachelor,106388.0,17,MORTGAGE,1000.0,VENTURE,13.48,0.01,11.0,609,Yes,0
42.0,female,Master,88660.0,19,RENT,12000.0,MEDICAL,16.77,0.14,13.0,626,No,1
37.0,male,High School,107042.0,16,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.14,0.14,14.0,677,Yes,0
49.0,male,Associate,107230.0,25,MORTGAGE,20000.0,MEDICAL,13.92,0.19,14.0,724,Yes,0
41.0,male,Bachelor,121149.0,20,RENT,12000.0,PERSONAL,10.74,0.1,14.0,605,No,0
37.0,male,Associate,107899.0,13,MORTGAGE,3600.0,VENTURE,6.62,0.03,17.0,690,Yes,0
38.0,female,High School,107706.0,14,MORTGAGE,6000.0,PERSONAL,5.42,0.06,13.0,625,No,0
38.0,female,Associate,107537.0,18,MORTGAGE,10000.0,EDUCATION,11.01,0.09,13.0,684,Yes,0
49.0,male,Associate,93545.0,27,MORTGAGE,16000.0,DEBTCONSOLIDATION,14.09,0.17,12.0,643,No,1
37.0,female,Bachelor,107963.0,14,MORTGAGE,5000.0,EDUCATION,6.91,0.05,15.0,577,Yes,0
40.0,male,Master,44398.0,17,OWN,2000.0,EDUCATION,13.57,0.05,12.0,653,No,0
50.0,female,High School,144907.0,28,RENT,12000.0,MEDICAL,9.62,0.08,12.0,653,Yes,0
41.0,male,High School,109026.0,17,MORTGAGE,15000.0,VENTURE,13.49,0.14,15.0,696,No,0
41.0,male,High School,151228.0,18,RENT,12000.0,DEBTCONSOLIDATION,13.49,0.08,12.0,703,No,0
38.0,male,Associate,150788.0,15,RENT,12000.0,EDUCATION,7.66,0.08,14.0,701,No,0
36.0,female,High School,109109.0,14,OWN,3800.0,HOMEIMPROVEMENT,6.03,0.03,14.0,580,Yes,0
36.0,female,Master,109029.0,14,MORTGAGE,12000.0,EDUCATION,6.62,0.11,13.0,679,Yes,0
41.0,male,Associate,136590.0,19,RENT,12000.0,VENTURE,16.0,0.09,15.0,672,No,1
38.0,female,Bachelor,109211.0,17,MORTGAGE,25000.0,EDUCATION,11.01,0.23,17.0,674,No,0
40.0,male,High School,108894.0,15,MORTGAGE,2800.0,DEBTCONSOLIDATION,10.65,0.03,14.0,591,No,0
41.0,male,Bachelor,108986.0,23,MORTGAGE,13200.0,VENTURE,6.62,0.12,13.0,555,Yes,0
37.0,female,Associate,108784.0,14,MORTGAGE,4000.0,MEDICAL,6.62,0.04,16.0,687,Yes,0
38.0,male,High School,94173.0,14,MORTGAGE,15000.0,HOMEIMPROVEMENT,15.27,0.16,17.0,598,No,1
39.0,male,Bachelor,330854.0,12,RENT,12000.0,PERSONAL,8.49,0.04,14.0,687,Yes,0
36.0,female,Bachelor,58588.0,15,RENT,12150.0,PERSONAL,5.79,0.21,14.0,551,Yes,0
38.0,female,Associate,108661.0,16,MORTGAGE,7000.0,DEBTCONSOLIDATION,6.99,0.06,16.0,678,Yes,0
45.0,female,Associate,108839.0,22,MORTGAGE,2500.0,VENTURE,11.99,0.02,13.0,736,Yes,0
39.0,female,Bachelor,108838.0,16,MORTGAGE,18000.0,MEDICAL,10.99,0.17,11.0,588,Yes,0
38.0,female,Associate,109111.0,18,MORTGAGE,21000.0,VENTURE,10.59,0.19,11.0,661,No,0
39.0,female,High School,108902.0,18,MORTGAGE,10500.0,VENTURE,7.66,0.1,12.0,609,Yes,0
37.0,female,Master,94760.0,13,MORTGAGE,5600.0,PERSONAL,10.74,0.06,12.0,645,No,1
39.0,male,Bachelor,109423.0,20,MORTGAGE,4600.0,PERSONAL,11.11,0.04,11.0,570,Yes,0
36.0,male,High School,44363.0,13,RENT,12375.0,VENTURE,14.27,0.28,16.0,653,No,1
36.0,male,Associate,50354.0,16,RENT,12400.0,DEBTCONSOLIDATION,10.65,0.25,14.0,669,Yes,0
37.0,male,High School,54324.0,13,RENT,12400.0,MEDICAL,11.26,0.23,14.0,694,Yes,0
37.0,female,Associate,43007.0,16,OWN,13250.0,PERSONAL,11.71,0.31,14.0,660,Yes,0
37.0,male,High School,108745.0,15,MORTGAGE,22000.0,DEBTCONSOLIDATION,8.88,0.2,12.0,680,No,0
43.0,male,High School,109126.0,22,MORTGAGE,15000.0,VENTURE,14.46,0.14,11.0,623,Yes,0
42.0,female,Associate,94319.0,19,MORTGAGE,7000.0,DEBTCONSOLIDATION,5.42,0.07,15.0,704,No,1
46.0,female,Master,108819.0,24,MORTGAGE,20000.0,DEBTCONSOLIDATION,6.91,0.18,16.0,764,No,0
42.0,male,High School,49130.0,23,RENT,2800.0,VENTURE,11.01,0.06,12.0,632,Yes,0
41.0,male,Bachelor,108755.0,18,OWN,8000.0,VENTURE,7.51,0.07,16.0,725,No,0
36.0,male,Associate,94640.0,13,MORTGAGE,9600.0,DEBTCONSOLIDATION,13.98,0.1,13.0,651,No,1
41.0,male,Associate,109125.0,17,MORTGAGE,3000.0,EDUCATION,7.14,0.03,14.0,674,No,0
45.0,male,Bachelor,57685.0,24,RENT,2800.0,MEDICAL,9.62,0.05,11.0,557,Yes,0
46.0,female,Associate,59740.0,23,RENT,2800.0,MEDICAL,10.59,0.05,13.0,566,Yes,0
50.0,male,High School,108660.0,28,MORTGAGE,24000.0,VENTURE,11.36,0.22,13.0,676,Yes,0
38.0,male,Associate,108927.0,14,MORTGAGE,14000.0,PERSONAL,12.73,0.13,12.0,630,Yes,0
36.0,male,Associate,42818.0,14,OWN,6000.0,VENTURE,11.49,0.14,13.0,701,No,0
36.0,male,Bachelor,87273.0,16,RENT,2800.0,DEBTCONSOLIDATION,11.01,0.03,16.0,681,No,0
39.0,female,Associate,42712.0,14,OWN,6800.0,PERSONAL,8.49,0.16,15.0,691,No,0
38.0,male,Associate,109086.0,15,MORTGAGE,9600.0,HOMEIMPROVEMENT,13.92,0.09,17.0,657,Yes,0
40.0,female,High School,109192.0,14,RENT,2800.0,EDUCATION,11.11,0.03,13.0,670,Yes,0
37.0,female,Associate,94826.0,12,MORTGAGE,20000.0,DEBTCONSOLIDATION,16.35,0.21,14.0,666,No,1
36.0,male,Master,109063.0,15,MORTGAGE,20000.0,EDUCATION,14.61,0.18,11.0,705,No,0
37.0,female,Associate,30882.0,14,RENT,2775.0,VENTURE,15.65,0.09,14.0,654,No,1
38.0,male,Associate,43112.0,15,OWN,1800.0,EDUCATION,16.49,0.04,12.0,601,Yes,0
38.0,male,High School,109501.0,20,MORTGAGE,9300.0,EDUCATION,11.83,0.08,17.0,687,No,0
40.0,male,Associate,29624.0,19,RENT,2700.0,VENTURE,14.27,0.09,17.0,637,Yes,0
45.0,female,High School,36771.0,20,RENT,2700.0,EDUCATION,12.84,0.07,17.0,563,Yes,0
39.0,female,Bachelor,108851.0,15,MORTGAGE,22000.0,HOMEIMPROVEMENT,12.67,0.2,15.0,651,Yes,0
40.0,female,Associate,110379.0,14,MORTGAGE,22000.0,HOMEIMPROVEMENT,6.17,0.2,14.0,669,Yes,0
41.0,male,Associate,110099.0,20,MORTGAGE,2400.0,VENTURE,10.74,0.02,16.0,612,Yes,0
44.0,male,Associate,110391.0,22,MORTGAGE,7900.0,MEDICAL,8.59,0.07,14.0,688,No,0
38.0,female,Associate,110573.0,14,MORTGAGE,9000.0,HOMEIMPROVEMENT,12.68,0.08,16.0,700,Yes,0
39.0,male,Associate,111420.0,18,MORTGAGE,3350.0,HOMEIMPROVEMENT,5.42,0.03,11.0,641,Yes,0
37.0,male,High School,97147.0,15,MORTGAGE,9000.0,PERSONAL,11.01,0.09,14.0,678,No,1
42.0,male,High School,100105.0,19,RENT,2575.0,DEBTCONSOLIDATION,6.76,0.03,11.0,699,Yes,0
39.0,female,Master,111293.0,14,MORTGAGE,20000.0,PERSONAL,14.79,0.18,16.0,648,Yes,0
36.0,male,Associate,111386.0,11,MORTGAGE,4000.0,MEDICAL,7.29,0.04,11.0,627,Yes,0
41.0,female,High School,111646.0,19,MORTGAGE,12000.0,MEDICAL,7.66,0.11,15.0,632,No,0
41.0,male,High School,111611.0,22,MORTGAGE,8000.0,HOMEIMPROVEMENT,9.63,0.07,13.0,666,No,0
42.0,male,Doctorate,16684.0,19,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.15,14.0,634,No,1
46.0,male,Bachelor,111253.0,24,MORTGAGE,12925.0,EDUCATION,11.01,0.12,17.0,687,Yes,0
37.0,male,Bachelor,111548.0,13,OWN,12000.0,MEDICAL,11.14,0.11,14.0,691,No,0
47.0,female,Master,111379.0,23,OWN,12000.0,HOMEIMPROVEMENT,14.11,0.11,12.0,719,Yes,0
38.0,female,High School,112658.0,17,MORTGAGE,5375.0,MEDICAL,10.51,0.05,16.0,649,Yes,0
43.0,female,Master,112502.0,21,MORTGAGE,7000.0,PERSONAL,7.14,0.06,13.0,623,No,0
38.0,male,High School,42168.0,14,OWN,12000.0,MEDICAL,11.01,0.28,12.0,596,No,0
37.0,male,Bachelor,112398.0,14,MORTGAGE,18000.0,VENTURE,12.18,0.16,11.0,725,No,0
46.0,male,Master,98166.0,23,MORTGAGE,7000.0,EDUCATION,9.45,0.07,14.0,645,No,1
39.0,male,Associate,219667.0,19,RENT,12500.0,DEBTCONSOLIDATION,5.42,0.06,14.0,672,No,0
36.0,female,Associate,113760.0,15,MORTGAGE,4200.0,HOMEIMPROVEMENT,5.99,0.04,12.0,619,Yes,0
44.0,female,Associate,99289.0,21,MORTGAGE,8400.0,DEBTCONSOLIDATION,12.84,0.08,17.0,714,No,1
44.0,female,Doctorate,113791.0,22,MORTGAGE,4400.0,DEBTCONSOLIDATION,7.29,0.04,13.0,722,Yes,0
36.0,female,Associate,113863.0,15,MORTGAGE,10000.0,PERSONAL,9.32,0.09,15.0,658,Yes,0
41.0,male,Doctorate,68280.0,20,RENT,12800.0,EDUCATION,11.48,0.19,15.0,654,Yes,0
44.0,male,High School,115034.0,18,MORTGAGE,7400.0,VENTURE,7.88,0.06,16.0,704,No,0
36.0,female,Associate,115342.0,13,MORTGAGE,13000.0,PERSONAL,10.65,0.11,11.0,635,No,0
40.0,female,Associate,114806.0,19,OWN,5000.0,HOMEIMPROVEMENT,10.65,0.04,16.0,576,No,0
47.0,male,Associate,115008.0,27,MORTGAGE,5000.0,EDUCATION,6.03,0.04,16.0,704,Yes,0
39.0,male,Associate,115223.0,17,OWN,8000.0,HOMEIMPROVEMENT,12.69,0.07,14.0,675,Yes,0
49.0,male,Doctorate,115237.0,28,MORTGAGE,7500.0,DEBTCONSOLIDATION,6.03,0.07,13.0,581,No,0
44.0,male,High School,114867.0,24,MORTGAGE,21200.0,PERSONAL,9.91,0.18,14.0,651,No,0
44.0,male,High School,61037.0,23,RENT,13000.0,VENTURE,13.16,0.21,13.0,719,Yes,0
43.0,male,Associate,55864.0,15,RENT,13000.0,MEDICAL,15.7,0.23,13.0,643,No,1
45.0,male,Master,64062.0,23,RENT,13000.0,MEDICAL,6.92,0.2,15.0,648,No,0
38.0,female,Associate,100546.0,15,MORTGAGE,24000.0,DEBTCONSOLIDATION,14.91,0.24,12.0,647,No,1
49.0,male,Doctorate,114922.0,25,MORTGAGE,3000.0,HOMEIMPROVEMENT,5.42,0.03,12.0,638,No,0
45.0,female,Associate,41402.0,23,OWN,4000.0,VENTURE,6.39,0.1,11.0,641,No,0
37.0,female,Associate,114957.0,14,MORTGAGE,3250.0,HOMEIMPROVEMENT,13.35,0.03,13.0,715,Yes,0
37.0,male,Master,79056.0,14,RENT,13000.0,EDUCATION,12.99,0.16,12.0,605,Yes,0
39.0,male,Associate,114652.0,17,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.84,0.17,11.0,546,Yes,0
38.0,male,Associate,81341.0,17,RENT,13000.0,HOMEIMPROVEMENT,11.01,0.16,17.0,594,Yes,0
41.0,female,High School,114769.0,19,MORTGAGE,25000.0,PERSONAL,11.01,0.22,12.0,648,No,0
38.0,male,Doctorate,115162.0,18,OWN,14000.0,HOMEIMPROVEMENT,17.74,0.12,17.0,632,Yes,0
39.0,male,Bachelor,85324.0,14,RENT,13000.0,EDUCATION,11.99,0.15,17.0,657,Yes,0
41.0,male,Associate,114866.0,17,OWN,21600.0,HOMEIMPROVEMENT,13.92,0.19,11.0,683,Yes,0
40.0,male,Associate,100575.0,19,MORTGAGE,2800.0,EDUCATION,12.18,0.03,13.0,653,No,1
44.0,female,Associate,100604.0,22,OTHER,12000.0,EDUCATION,16.0,0.12,15.0,725,No,1
38.0,female,Associate,115068.0,18,MORTGAGE,4000.0,EDUCATION,9.63,0.03,12.0,686,No,0
44.0,male,High School,115163.0,22,MORTGAGE,10000.0,VENTURE,10.95,0.09,15.0,629,Yes,0
40.0,male,Associate,132788.0,16,RENT,13000.0,HOMEIMPROVEMENT,9.91,0.1,17.0,630,Yes,0
40.0,female,Master,115858.0,18,OWN,15000.0,MEDICAL,12.18,0.13,14.0,704,Yes,0
37.0,female,Bachelor,157076.0,17,RENT,13000.0,PERSONAL,9.88,0.08,16.0,654,Yes,0
38.0,male,Associate,116234.0,12,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.03,0.05,16.0,660,Yes,0
46.0,male,Bachelor,116422.0,21,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.69,0.09,11.0,638,Yes,0
36.0,female,High School,52696.0,12,RENT,13600.0,DEBTCONSOLIDATION,15.58,0.26,12.0,589,No,1
37.0,male,Bachelor,86616.0,16,MORTGAGE,3100.0,MEDICAL,20.0,0.04,14.0,673,No,1
42.0,female,Associate,116164.0,21,MORTGAGE,5100.0,PERSONAL,5.42,0.04,14.0,641,Yes,0
40.0,female,High School,55775.0,17,RENT,13650.0,MEDICAL,10.25,0.24,13.0,690,No,0
45.0,female,Doctorate,80023.0,24,RENT,13650.0,HOMEIMPROVEMENT,12.42,0.17,11.0,669,No,0
43.0,female,Associate,33461.0,21,RENT,13750.0,PERSONAL,15.31,0.41,15.0,676,No,1
41.0,female,High School,40490.0,20,RENT,13750.0,MEDICAL,13.79,0.34,11.0,668,No,1
40.0,male,Bachelor,40201.0,17,RENT,13775.0,VENTURE,12.98,0.34,14.0,560,No,1
42.0,female,Associate,81947.0,19,RENT,13800.0,HOMEIMPROVEMENT,13.99,0.17,16.0,693,Yes,0
40.0,female,Associate,115841.0,17,MORTGAGE,3200.0,HOMEIMPROVEMENT,11.01,0.03,17.0,693,Yes,0
38.0,male,High School,39821.0,14,OWN,6000.0,PERSONAL,8.94,0.15,16.0,632,Yes,0
38.0,female,High School,115996.0,14,MORTGAGE,1500.0,PERSONAL,14.26,0.01,14.0,682,Yes,0
37.0,male,High School,117357.0,13,MORTGAGE,13000.0,PERSONAL,11.01,0.11,13.0,664,No,0
42.0,male,Bachelor,117375.0,18,MORTGAGE,1500.0,PERSONAL,15.96,0.01,16.0,683,Yes,0
37.0,male,High School,55061.0,12,RENT,14000.0,PERSONAL,11.36,0.25,16.0,696,No,1
43.0,female,High School,117691.0,19,MORTGAGE,14000.0,MEDICAL,11.71,0.12,13.0,608,Yes,0
39.0,male,Associate,49797.0,14,RENT,14000.0,MEDICAL,16.0,0.28,17.0,712,No,1
38.0,male,High School,59313.0,16,RENT,14000.0,MEDICAL,13.22,0.24,14.0,629,Yes,0
37.0,female,High School,117480.0,14,MORTGAGE,10000.0,PERSONAL,11.01,0.09,15.0,584,No,0
36.0,male,Associate,39086.0,13,OWN,3600.0,EDUCATION,13.49,0.09,11.0,621,Yes,0
39.0,male,Associate,63537.0,17,RENT,14000.0,DEBTCONSOLIDATION,11.71,0.22,12.0,647,Yes,0
37.0,male,Associate,39209.0,14,OWN,12150.0,HOMEIMPROVEMENT,6.62,0.31,13.0,611,Yes,0
37.0,male,High School,63489.0,16,RENT,14000.0,VENTURE,13.16,0.22,11.0,645,Yes,0
39.0,female,High School,118746.0,18,MORTGAGE,8000.0,MEDICAL,13.49,0.07,16.0,608,Yes,0
41.0,male,High School,118503.0,16,MORTGAGE,5000.0,MEDICAL,10.99,0.04,17.0,539,Yes,0
39.0,male,Bachelor,118804.0,18,MORTGAGE,35000.0,HOMEIMPROVEMENT,15.99,0.29,15.0,705,No,0
40.0,female,High School,118736.0,20,MORTGAGE,5200.0,VENTURE,9.63,0.04,16.0,661,Yes,0
38.0,male,Master,118520.0,16,MORTGAGE,12000.0,MEDICAL,10.37,0.1,17.0,669,No,0
42.0,male,Bachelor,118491.0,21,MORTGAGE,18000.0,EDUCATION,11.58,0.15,11.0,710,Yes,0
38.0,female,Associate,67177.0,17,RENT,14000.0,HOMEIMPROVEMENT,11.48,0.21,16.0,686,Yes,0
36.0,male,Associate,39519.0,13,OWN,1200.0,EDUCATION,7.14,0.03,16.0,617,Yes,0
43.0,female,Bachelor,118812.0,19,MORTGAGE,6000.0,PERSONAL,5.42,0.05,15.0,646,Yes,0
41.0,male,High School,118392.0,18,MORTGAGE,12000.0,DEBTCONSOLIDATION,13.57,0.1,15.0,658,No,0
36.0,female,Associate,118952.0,17,MORTGAGE,20000.0,PERSONAL,16.35,0.17,16.0,672,No,0
44.0,male,High School,119683.0,21,MORTGAGE,10000.0,EDUCATION,12.68,0.08,11.0,695,No,0
44.0,female,Bachelor,119746.0,19,MORTGAGE,8000.0,EDUCATION,9.25,0.07,14.0,614,No,0
36.0,female,Associate,120522.0,12,OWN,4000.0,VENTURE,7.74,0.03,16.0,609,No,0
44.0,male,High School,120906.0,24,MORTGAGE,14400.0,VENTURE,12.23,0.12,16.0,675,Yes,0
38.0,male,Bachelor,66031.0,12,RENT,14000.0,MEDICAL,11.01,0.21,17.0,688,No,1
48.0,male,High School,75541.0,26,RENT,14000.0,EDUCATION,12.69,0.19,12.0,663,No,0
41.0,male,Bachelor,75551.0,20,RENT,14000.0,HOMEIMPROVEMENT,8.9,0.19,17.0,651,Yes,0
38.0,male,High School,121157.0,17,OWN,25000.0,HOMEIMPROVEMENT,14.96,0.21,13.0,594,Yes,0
41.0,male,Master,75927.0,15,RENT,14000.0,EDUCATION,10.25,0.18,16.0,609,Yes,0
39.0,male,Doctorate,120598.0,20,MORTGAGE,12000.0,VENTURE,11.01,0.1,13.0,598,Yes,0
36.0,male,High School,121126.0,13,MORTGAGE,9350.0,MEDICAL,7.51,0.08,14.0,639,Yes,0
45.0,male,Doctorate,120705.0,22,MORTGAGE,16000.0,PERSONAL,6.62,0.13,16.0,722,Yes,0
38.0,male,High School,71618.0,15,RENT,14000.0,VENTURE,13.8,0.2,14.0,669,No,1
37.0,male,High School,38495.0,10,OWN,6600.0,VENTURE,5.42,0.17,12.0,614,No,0
46.0,female,Associate,85255.0,25,RENT,14000.0,HOMEIMPROVEMENT,11.26,0.16,16.0,652,Yes,0
37.0,female,Doctorate,120956.0,15,MORTGAGE,18400.0,VENTURE,5.99,0.15,15.0,623,Yes,0
41.0,female,Doctorate,120887.0,18,MORTGAGE,6000.0,EDUCATION,8.49,0.05,15.0,701,Yes,0
42.0,female,Bachelor,91296.0,16,RENT,14000.0,HOMEIMPROVEMENT,6.03,0.15,14.0,691,Yes,0
37.0,female,High School,106798.0,12,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.99,0.06,12.0,608,No,1
40.0,male,High School,99650.0,18,RENT,14000.0,MEDICAL,10.37,0.14,13.0,577,Yes,0
37.0,male,High School,88454.0,14,RENT,14000.0,DEBTCONSOLIDATION,16.02,0.16,17.0,570,No,1
38.0,male,Bachelor,121119.0,20,MORTGAGE,5500.0,PERSONAL,10.37,0.05,13.0,628,Yes,0
47.0,male,High School,121076.0,22,MORTGAGE,2500.0,EDUCATION,9.99,0.02,15.0,664,Yes,0
38.0,male,Associate,121160.0,18,RENT,14000.0,DEBTCONSOLIDATION,13.23,0.12,14.0,661,Yes,0
36.0,female,Bachelor,106229.0,10,MORTGAGE,7750.0,DEBTCONSOLIDATION,13.23,0.07,14.0,602,No,1
37.0,male,Associate,122930.0,13,RENT,14000.0,VENTURE,11.01,0.11,13.0,557,No,0
